0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
11-01-0016-45,11-004,RETALHULEU,RETALHULEU,"CENTRO EDUCATIVO ""JUAN PABLO II""",7A. CALLE 4-47 ZONA 1,77710490,MIGUEL ANGEL ARMAS ROCHA,PEDRO EDUARDO CHAVEZ ESCOBAR,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0070-45,11-016,RETALHULEU,RETALHULEU,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA POR COOPERATIVA,ALDEA NUEVA CANDELARIA,30678038,MARIO RENE RIVERA ARGUETA,ELISEO DEAN MAZARIEGOS,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0071-45,11-016,RETALHULEU,RETALHULEU,INSTITUTO DE EDUCACIÓN POR EL SISTEMA DE COOPERATIVA DE ENSEÑANZA,ALDEA LAS PILAS,35988067,MARIO RENE RIVERA ARGUETA,AMANDA DE LEÓN AVILA,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0072-45,11-016,RETALHULEU,RETALHULEU,INSTITUTO DE EDUCACION BASICA POR COOPERATIVA DE ENSEÑANZA,PARCELAMIENTO CABALLO BLANCO,59233915,MARIO RENE RIVERA ARGUETA,MANOLO GRIJALVA HIDALGO,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0073-45,11-004,RETALHULEU,RETALHULEU,COLEGIO EVANGÉLICO MIXTO SINAÍ,"5A. CALLE, INGRESO A LA COLONIA EL PEDREGAL I, ZONA 6",77715189,MIGUEL ANGEL ARMAS ROCHA,LORENA AMANDA PASTOR BARRIOS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0074-45,11-004,RETALHULEU,RETALHULEU,COLEGIO PARTICULAR MIXTO D ANTONI,2A CALLE 3-02 ZONA 5 COLONIA MARIA TERESA,77710562,MIGUEL ANGEL ARMAS ROCHA,LUDIM CELESTINA MÉNDEZ PÚ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0075-45,11-014,RETALHULEU,RETALHULEU,INEB CON ORIENT. OCUPACIONAL GRAL. CARLOS MANUEL ARANA OSORIO,"1A. AVENIDA 4-08, ZONA 2",55297727,JULIO CÉSAR HERRERA ROLDÁN,ILIANA ANABELLA MAZARIEGOS,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0078-45,11-004,RETALHULEU,RETALHULEU,IPMB LICEO RETALTECO,3A. AV. 6-49 ZONA 1,77716637,MIGUEL ANGEL ARMAS ROCHA,,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),RETALHULEU
11-01-0080-45,11-004,RETALHULEU,RETALHULEU,COLEGIO MIXTO RETALHULEU,6A. AVENIDA 3-40 ZONA 1,77710008,MIGUEL ANGEL ARMAS ROCHA,JULIO CÉSAR HERRERA ROLDAN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
