0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
21-01-0298-45,21-024,JALAPA,JALAPA,INSTITUTO NACIONAL DE EDUCACION BASICA DE TELESECUNDARIA,ALDEA PALO VERDE,56339710,ERIKA PATRICIA CUELLAR ESCOBAR,MOISES JHONATAN PORTILLO ORTEGA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA
21-01-0304-45,21-004,JALAPA,JALAPA,"CENTRO DE ESTUDIOS DE INGENIERIA Y ARQUITECTURA ""REMBRANDT""","6A. CALLE ""E"" COLONIA BONILLA ZONA 1, BARRIO LA ESPERANZA",79228008,VICTOR MANUEL PORTILLO RECINOS,BERTA ELIZABETH NÁJERA JIMÉNEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-01-0307-45,21-004,JALAPA,JALAPA,"COLEGIO PARTICULAR MIXTO LICEO ""NUEVO MILENIO""","1A. CALLE ""A"" ZONA 3, RESIDENCIALES NUEVA JERUSALEN, BARRIO EL PORVENIR",50000098,VICTOR MANUEL PORTILLO RECINOS,JORGE MARIO AQUINO MAZARIEGOS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-01-0313-45,21-022,JALAPA,JALAPA,INEB DE TELESECUNDARIA,ALDEA AGUIJOTES,30149275,LESBIA LETICIA SOLIS LIMA DE LEON,MARVIN ORLANDO LÓPEZ RAYMUNDO,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-01-0317-45,21-004,JALAPA,JALAPA,"COLEGIO PRIVADO MIXTO DE EDUCACIÓN BÁSICA ""EDUCARE""",6TA. AV. 0-67 ZONA 5 BARRIO SAN FRANCISCO,51948259,VICTOR MANUEL PORTILLO RECINOS,DORA ISABEL ELÍAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-01-0323-45,21-004,JALAPA,JALAPA,COLEGIO NUESTRA SEÑORA DE LOS ÁNGELES,BARRIO LLANO GRANDE,55723437,VICTOR MANUEL PORTILLO RECINOS,GLENDY MARITZA NÁJERA HERNÁNDEZ,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
21-01-0324-45,21-004,JALAPA,JALAPA,"INSTITUTO PRIVADO ""LICEO INTERAMERICANO""","1RA. AVENIDA 0-45 ZONA 6, BARRIO CHIPILAPA",41963272,VICTOR MANUEL PORTILLO RECINOS,JOSÉ BAUDILIO CASTAÑEDA TÉLLES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-01-0332-45,21-004,JALAPA,JALAPA,"INSTITUTO PARTICULAR MIXTO ""LICEO GÉNESIS""","CALLE TRANSITO ROJAS 0-36 ZONA 6, BARRIO CHIPILAPA",42084457,VICTOR MANUEL PORTILLO RECINOS,NESTOR EFRAÍN SANDOVAL CAMPOS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-01-0337-45,21-004,JALAPA,JALAPA,INSTITUTO GUATEMALTECO DE AVIACIÓN Y TURISMO -IGAT-,"3A. AVENIDA 0-51 ZONA 1, BARRIO LA DEMOCRACIA",79223446,VICTOR MANUEL PORTILLO RECINOS,ROCÍO DEL CARMEN FIGUEROA LÓPEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JALAPA
21-01-0338-45,21-004,JALAPA,JALAPA,COLEGIO ACTIVA JALAPA,"CALLE TRANSITO ROJAS 8-87 ZONA 5, BARRIO SAN FRANCISCO",79224145,VICTOR MANUEL PORTILLO RECINOS,FRANCISCA DEL ROSARIO GIRÓN GÁLVEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA
