0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
07-01-3084-45,07-004,SOLOLA,SOLOLA,"COLEGIO CRISTIANO ""PALABRA MIEL""",ALDEA ARGUETA,30787654,VÍCTOR MIGUEL MENCHÚ MENCHÚ,ARTURO TOMÁS CUTZ TOC,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ
07-02-0005-45,07-005,SOLOLA,SAN JOSE CHACAYA,INEB,"ZONA 0, SECTOR CENTRO",43313159,JUSTO SANTIAGO PONCIO PÚ,JUAN CARLOS TAY MACARIO,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLÁ
07-02-0011-45,07-005,SOLOLA,SAN JOSE CHACAYA,INSTITUTO MIXTO DE EDUCACION BASICA POR COOPERATIVA,CANTON LOS TABLONES,45076473,JUSTO SANTIAGO PONCIO PÚ,CÉSAR AUGUSTO CUY SALOJ,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ
07-03-0001-45,07-014,SOLOLA,SANTA MARIA VISITACION,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA,SECTOR SUR,53159807,FRANCISCO AARÓN MATUL MÉNDEZ,ADELIO EDUARDO DIONISIO TOHOM,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLÁ
07-04-0022-45,07-032,SOLOLA,SANTA LUCIA UTATLAN,INEB,ALDEA EL NOVILLERO,49350339,MOISÉS ISRAEL SAQUÍC JOJ,FRANCISCO TZIQUÍN TAMBRIZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLÁ
07-04-0024-45,07-032,SOLOLA,SANTA LUCIA UTATLAN,INEB DE TELESECUNDARIA,CANTÓN PAHAJ CENTRAL,46907830,MOISÉS ISRAEL SAQUÍC JOJ,JUANA MAGDALENA AJ AJCOT,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLÁ
07-04-0029-45,07-006,SOLOLA,SANTA LUCIA UTATLAN,"INEB DE TELESECUNDARIA ""EL BUEN SEMBRADOR""","PARAJE PARRACANA, CANTON CHUCHEXIC",51904118,LESTER FRANCISCO PUAC COCHOY,OTTO ALBERTO PÉREZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ
07-04-0030-45,07-006,SOLOLA,SANTA LUCIA UTATLAN,INEB DE TELESECUNDARIA,"PARAJE NIKAJKIM, CANTON CHICHIMUCH",37224710,LESTER FRANCISCO PUAC COCHOY,BARTOLOMÉ ARMANDO TIÚ ESCÚN,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ
07-04-0089-45,07-006,SOLOLA,SANTA LUCIA UTATLAN,INEB FERNANDO SALOMON VASQUEZ RIVERA,CALLEJON LA INDEPENDENCIA 00-33 ZONA 1,47138010,LESTER FRANCISCO PUAC COCHOY,JULIAN CAN TUNAY,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLÁ
07-04-0090-45,07-006,SOLOLA,SANTA LUCIA UTATLAN,IEBC,ALDEA EL NOVILLERO,31509386,LESTER FRANCISCO PUAC COCHOY,MILCA ELIZABETH CHÁVEZ TACÁN,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ
